"Title","Year","Link","Author Keywords"
"SAR study on inhibitors of GIIA secreted phospholipase A2 using machine learning methods","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061063223&doi=10.1111%2fcbdd.13470&partnerID=40&md5=90c75c0d6b5c4169767544b65343223b","classification models; decision tree (DT); GIIA sPLA<sub>2</sub> inhibitors; random forest (RF); support vector machine (SVM)"
"Combining random microseed matrix screening and the magic triangle for the efficient structure solution of a potential lysin from bacteriophage P68","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068729632&doi=10.1107%2fS2059798319009008&partnerID=40&md5=9aba6054325b6ec76f081b6e817f9647","crystallography; I3C; lysin; magic triangle; phasing; random microseed matrix screening; seeding"
"The knob protein KAHRP assembles into a ring-shaped structure that underpins virulence complex assembly","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066457102&doi=10.1371%2fjournal.ppat.1007761&partnerID=40&md5=aa71daf37e7ea051016f6cd8eea72614",""
"Optimizing C2C12 myoblast differentiation using polycaprolactone–polypyrrole copolymer scaffolds","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055731769&doi=10.1002%2fjbm.a.36556&partnerID=40&md5=cac18c36ec0480f79f647178e8da1cc4","C2C12 myoblasts; electrospinning; polycaprolactone; polypyrrole; skeletal muscle"
"A Distance-Based Boolean Applicability Domain for Classification of High Throughput Screening Data","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060027711&doi=10.1021%2facs.jcim.8b00499&partnerID=40&md5=f1676047848fa1c362dafc143b5562ac",""
"Osteogenic Differentiation and Biocompatibility of Bovine Teeth Scaffold with Rat Adipose-derived Mesenchymal Stem Cells","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073195727&doi=10.1055%2fs-0039-1694305&partnerID=40&md5=ea5396a76e0c5867480707412690b6e4","adipose-derived mesenchymal stem cells; bovine teeth; scaffold; tissue engineering"
"Integrating data gap filling techniques: A case study predicting TEFs for neurotoxicity TEQs to facilitate the hazard assessment of polychlorinated biphenyls","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055902335&doi=10.1016%2fj.yrtph.2018.10.013&partnerID=40&md5=086ce2f572e1a6c00ec335f1b3bd175e","Neurotoxic equivalent factor (NEF); Neurotoxicity; PCB congeners; QSAR; Toxic equivalency factors (TEFs)"
"Polypyrrole/polylactic acid nanofibrous scaffold cotransplanted with bone marrow stromal cells promotes the functional recovery of spinal cord injury in rats","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070622503&doi=10.1111%2fcns.13135&partnerID=40&md5=f184ca2f39dd9a79cd5654422f9e5d5f","bone marrow stromal cell; functional recovery; PPy/PLA nanofibrous scaffold; spinal cord injury; transplantation"
"Beyond the Second Coordination Sphere: Engineering Dirhodium Artificial Metalloenzymes to Enable Protein Control of Transition Metal Catalysis","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062854775&doi=10.1021%2facs.accounts.8b00625&partnerID=40&md5=98eb3f86ceeea81ef6a6d17507d1d333",""
"Biological activity of human mesenchymal stromal cells on polymeric electrospun scaffolds","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062263562&doi=10.1039%2fc8bm00693h&partnerID=40&md5=4b04158a21bde82a2cf2b52e19e44f36",""
"Expression of autophagy-related factor p62 for lung cancer diagnosis and prognosis: A systematic review and meta-analysis","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070756124&doi=10.3934%2fmbe.2019340&partnerID=40&md5=aa2c6519b61527a1d5b2135d17b7cb29","Autophagy; Diagnosis; Lung cancer; Overall survival; P62; Prognosis"
"Submicrometre Superstructure Co-assembled from Protein and DNA; [蛋白-DNA协同组装构建亚微米级复合结构]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066425470&doi=10.11777%2fj.issn1000-3304.2018.18251&partnerID=40&md5=2868368edbf56ae5d57df5b72eca26f5","Co-Assembly; CsgA protein; DNA nanotechnology; Protein-DNA complex"
"Electrospun PCL/cefuroxime scaffolds with custom tailored topography","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075531594&doi=10.1080%2f17458080.2019.1633465&partnerID=40&md5=d076ba3bc0d68c5c855ec293fd36f6b9","3D collector; Cefuroxime; cells adhesion; electrospun scaffold; hexagonal geometry; PCL"
"Guided Cell Attachment via Aligned Electrospinning of Glycopolymers","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054919962&doi=10.1002%2fmabi.201800293&partnerID=40&md5=e1ab16cc0c8ea4a85384e59f81717f77","cell alignment; electrospinning; glycopolymer; para-fluoro thiol click reaction; tendon repair"
"Development of Ligand-based Big Data Deep Neural Network Models for Virtual Screening of Large Compound Libraries","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056360583&doi=10.1002%2fminf.201800031&partnerID=40&md5=99a0a6b7180926c63a7cae15c7c1f6d8","deep learning; EGFR; large compound library; ligand-based virtual screening; machine learning"
"De novo emergence of peptides that confer antibiotic resistance","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067463795&doi=10.1128%2fmBio.00837-19&partnerID=40&md5=1f7a7877ae0ff5b0c31b7254533e8ab7","Aminoglycosides; Antibiotic resistance; De novo; Escherichia coli; Gene evolution; Membrane potential; Peptides"
"The rheology of PEOT/PBT block copolymers in the melt state and in the thermally-induced sol/gel transition. Implications on the 3D-printing bio-scaffold process","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059764729&doi=10.3390%2fma12020226&partnerID=40&md5=c443c25f78ac5298b027a302e7045039","3D-printing; Microphase separation; Poly(butyleneterephthalate); Poly(ethylene oxide terephthalate); Random block copolymers; Rheology; Scaffolds; Viscoelasticity"
"Enhancing Biocompatibility without Compromising Material Properties: An Optimised NaOH Treatment for Electrospun Polycaprolactone Fibres","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062820523&doi=10.1155%2f2019%2f4605092&partnerID=40&md5=b079f867c1f54142d47d9daa866a4caf",""
"Bone defect healing is induced by collagen sponge/polyglycolic acid","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062584133&doi=10.1007%2fs10856-019-6235-9&partnerID=40&md5=baaf4e13929c1463c78a8d27e25a07d8",""
"Probing cellular response to topography in three dimensions","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059818165&doi=10.1016%2fj.biomaterials.2019.01.009&partnerID=40&md5=eab2dc5279ed1ef8b3a664510e3c3677","Cell alignment; Cell protrusions; Engineered matrices; Microrheology; Physical properties; Topographical cues"
"Exploring stealth assessment via deep learning in an open-ended virtual environment","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085972130&partnerID=40&md5=ba152032d89c990eb05f71f188e59303","Deep learning; Immersive virtual world; LSTM; Recurrent neural network; Stealth assessment"
"Random lasing detection of structural transformation and compositions in silk fibroin scaffolds","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055690087&doi=10.1007%2fs12274-018-2213-7&partnerID=40&md5=302af7f1729f5f092475cc1a3be13df5","aligned pore structure; electrospinning; hydroxyapatite; porous scaffolds; random lasing; silk fibroin"
"Woven bone overview: Structural classification based on its integral role in developmental, repair and pathological bone formation throughout vertebrate groups","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072769493&doi=10.22203%2feCM.v038a11&partnerID=40&md5=9a403b54f2d8bf5a01a6d3e667a686ee","Lamellar bone; Mesenchymal osteoblasts; Pathological bone; Repair bone; Surface osteoblasts; Woven bone; Woven bone structural classification"
"Thermoresponsive Stiffness Softening of Hierarchically Porous Nanohybrid Membranes Promotes Niches for Mesenchymal Stem Cell Differentiation","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063931106&doi=10.1002%2fadhm.201801556&partnerID=40&md5=cbf60d6c168b48a854c237ef7f274a31","chondrogenesis; hBM-MSCs; nanohybrid elastomers; osteogenesis; porosity; stiffness softening"
"Promoting Neurite Growth and Schwann Cell Migration by the Harnessing Decellularized Nerve Matrix onto Nanofibrous Guidance","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065927064&doi=10.1021%2facsami.9b01066&partnerID=40&md5=d0bb35c6979e99252ea0b6e5f256d24b","cell migration; decellularized nerve matrix; electrospun nanofiber; fasciculation; neurite; remyelination; Schwann cell; topographical guidance"
"Adsorptive properties of graphene oxide on vitamin B12 and their effect on the promotion of peripheral nerve regeneration","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059104575&doi=10.1080%2f01616412.2018.1557868&partnerID=40&md5=65a06c5caa59bb3f6b762a50e92e5bac","decellularized scaffold; Graphene oxide; nanomaterials; nerve regeneration; vitamin B12"
"Multienzymatic Cascade Reactions via Enzyme Complex by Immobilization","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065297764&doi=10.1021%2facscatal.8b04921&partnerID=40&md5=94d64a7954f5b0b94ff02a5ec38609d4","compartmentalization; multienzymatic cascade reactions; multienzyme immobilization; positional co-immobilization; random co-immobilization"
"Effect of TGF-β3 transfected with adipose derived stem cells and OGP-HA-chondroitin sulfate scaffold on repair of condylar cartilage in rabbits","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063667185&partnerID=40&md5=f67fc34a1059e7d3c81b4631599d1c2f",""
"Predicting performance of students in a flipped classroom using machine learning: Towards automated data-driven formative feedback","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065963756&partnerID=40&md5=88db911cfeb6214c1fd5e4dee88b0255","Assessment; Feedback; Flipped classroom; Learning analytics; Machine learning"
"Biocontrol strain Aspergillus flavus WRRL 1519 has differences in chromosomal organization and an increased number of transposon-like elements compared to other strains","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051548513&doi=10.1007%2fs00438-018-1474-x&partnerID=40&md5=57fe5b4ca932cfeef7fb4a4989a8d512","Aspergillus flavus; Biocontrol; Genome alignment; Repetitive sequence; Retrotransposon"
"Wide-ranging diameter scale of random and highly aligned PCL fibers electrospun using controlled working parameters","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056147509&doi=10.1016%2fj.polymer.2018.10.022&partnerID=40&md5=d028836520e1e98d48742755150bfd83","Acetic acid; Fiber alignment; Fiber diameter; Formic acid; PCL electrospinning; Physico-chemical properties"
"Pore shape and size dependence on cell growth into electrospun fiber scaffolds for tissue engineering: 2D and 3D analyses using SEM and FIB-SEM tomography","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028033130&doi=10.1016%2fj.msec.2017.08.076&partnerID=40&md5=928c2a2105c69844be2b65bc3a9e32d7",""
"Low-intensity pulsed ultrasound promotes tissue regeneration in rat dental follicle cells in a porous ceramic scaffold","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072304294&doi=10.1590%2f1807-3107BOR-2019.VOL33.0045&partnerID=40&md5=db5e9524a1b87ebe97108b40f52a7e53","Dental sac; Osteogenesis; Regeneration; Ultrasonic waves"
"Cone electrospinning polycaprolactone / collagen scaffolds with microstructure gradient","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076480545&doi=10.1115%2fMSEC2019-2871&partnerID=40&md5=ef8ba326658d7b680de5becf6c2b4904","Cone electrospinning; Microstructure gradient; Musculoskeletal tissue engineering; Nanofiber scaffold; PCL-collagen"
"Bioresorbable antibacterial PCL-PLA-nHA composite membranes for oral and maxillofacial defects","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063751728&doi=10.1002%2fpc.24899&partnerID=40&md5=52ead6fda1472d822383d3d838e905bc",""
"Near-field electrospinning of a polymer/bioactive glass composite to fabricate 3D biomimetic structures","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061973866&doi=10.18063%2fijb.v5i1.163&partnerID=40&md5=12520b25eeec8ae85229f311b7a3df16","Borate bioactive glass; Human adipose-derived stem cells; Near-field electrospinning; Polycaprolactone; Polymer/bioactive glass composite; Three-dimensional biomimetic scaffold"
"Uncertainty quantification of simulated biomechanical stimuli in coronary artery bypass grafts","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057889117&doi=10.1016%2fj.cma.2018.10.024&partnerID=40&md5=adf537aa0821bfb7c81c41748494f00f","Cardiovascular modeling; Coronary bypass graft; Random field; Sensitivity analysis; Submodelling; Uncertainty quantification"
"New surgical meshes with patterned nanofiber mats","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067493706&doi=10.1039%2fc9ra01917k&partnerID=40&md5=22a50d06fac3fd6cf4570e5286346816",""
"Aligned microfibrous bundle structure fabricated using electrohydrodynamic jet printing and cell printing process for muscle regeneration","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065386423&partnerID=40&md5=54ffe28392d085ca3bcb48cafeffa7f9",""
"Evaluation of Acellular Bilayer Silk Fibroin Grafts for Onlay Tracheoplasty in a Rat Defect Model","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060920716&doi=10.1177%2f0194599818802267&partnerID=40&md5=76a44a298189d2501d9c265ad9f5694c","scaffold; tissue engineering; trachea"
"Where Do Recent Small Molecule Clinical Development Candidates Come From?","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048878669&doi=10.1021%2facs.jmedchem.8b00675&partnerID=40&md5=4d93785a033f0b62a3869d9ae3e2e309",""
"Space-Oriented Nanofibrous Scaffold with Silicon-Doped Amorphous Calcium Phosphate Nanocoating for Diabetic Wound Healing","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072777993&doi=10.1021%2facsabm.8b00657&partnerID=40&md5=896cb37a92214081e4a209bce04c39f1","angiogenesis; diabetic wound healing; electrospinning; micropattern; nanocoating"
"Biocomposite conductive scaffold based on PEDOT:PSS/nHA/chitosan/PCL: Fabrication and characterization","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116351781&doi=10.11113%2fmjfas.v15n2.1201&partnerID=40&md5=ced9938fa36c4c7bd2eca76f388a03b5","Biocomposite; conductive polymer; tissue engineering"
"Incorporating 4D into Bioprinting: Real-Time Magnetically Directed Collagen Fiber Alignment for Generating Complex Multilayered Tissues","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053451536&doi=10.1002%2fadhm.201800894&partnerID=40&md5=7132eedd4fd4275a233098f8d153b7f8","4D; bioprinting; collagen fiber alignment; magnetic fields; tissue models"
"A collagen and silk scaffold for improved healing of the tendon and bone interface in a rabbit model","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059795087&doi=10.12659%2fMSM.912038&partnerID=40&md5=6253a1afbbd12ea0c5416d945e2d2109","Bone marrow cells; Collagen; Silk; Tissue scaffolds"
"Tissue-engineered nerve grafts using a scaffold-independent and injectable drug delivery system: A novel design with translational advantages","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065808448&doi=10.1088%2f1741-2552%2fab17a0&partnerID=40&md5=0e4fbb727b8584798fe27466b2e2ea00","Drug delivery system; Nerve growth factor; Nerve regeneration; Peripheral nerve defect; Thermosensitive hydrogel; Tissue-engineered nerve graft"
"Bioactive scaffolds in stem-cell-based therapies for cardiac repair: Protocol for a meta-analysis of randomized controlled preclinical trials in animal myocardial infarction models","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058602188&doi=10.1186%2fs13643-018-0845-z&partnerID=40&md5=dda7726d59d576617049b405886b7ec8","Animal; Hydrogel; Meta-analysis; Myocardial infarction; Patch; Scaffold; Stem cells; Systematic review"
"A new glioblastoma cell trap for implantation after surgical resection","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057220780&doi=10.1016%2fj.actbio.2018.11.027&partnerID=40&md5=8cd9d3a82b74a79374ad338eec4df0e8","Bacterial cellulose; Biomaterial; Cell trap; Glioblastoma"
"Antioxidant-antibacterial containing bi-layer scaffolds as potential candidates for management of oxidative stress and infections in wound healing","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059896119&doi=10.1007%2fs10856-018-6212-8&partnerID=40&md5=dddcdd66f4373d7e688c7557c233fd0a",""
"3D surface morphology imaging of opaque microstructures via light-field microscopy","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049888435&doi=10.1038%2fs41598-018-28945-2&partnerID=40&md5=cc26647227bc6d92a5a81e38bd30c13d",""
"Modification of electrospun PVA/PAA scaffolds by cold atmospheric plasma: alignment, antibacterial activity, and biocompatibility","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048961205&doi=10.1007%2fs00289-018-2409-8&partnerID=40&md5=62bf64dfdacdbebb6b4aaf39a5b7a0e5","Alignment; Cold atmospheric plasma; Electrospinning; Nanofibrous scaffold"
"Behavior of valvular interstitial cells on trilayered nanofibrous substrate mimicking morphologies of heart valve leaflet","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059348007&doi=10.1016%2fj.actbio.2018.12.005&partnerID=40&md5=64640f7591b0ca8f80d91ebe92fcc5d7","Cardiac valve leaflet; Nanofiber; Tissue engineering; Trilayered; Valvular interstitial cell"
"Influence of photobiomodulation therapy on root development of rat molars with open apex and pulp necrosis","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071739939&doi=10.1590%2f1807-3107BOR-2019.VOL33.0084&partnerID=40&md5=41fd9735883ef0e4b17309e36936ca66","Dental pulp; Low-level light therapy; Stem cells"
"Design of catalytic polypeptides and proteins","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070182775&doi=10.1093%2fprotein%2fgzz009&partnerID=40&md5=d484f88a419e779c4d33f26ef4a24ff7","design; enzyme"
"An anisotropic three-dimensional electrospun micro/nanofibrous hybrid PLA/PCL scaffold","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063596563&doi=10.1039%2fC9RA00846B&partnerID=40&md5=c73b280800a822cf94b0dad8324c028b",""
"Characterization and properties of scaffold in a dissected blast furnace hearth","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076515234&doi=10.2355%2fisijinternational.ISIJINT-2019-199&partnerID=40&md5=6ccb3ac6ff9fc74a1aab6b26b8ced3b5","Blast furnace; Graphite; Harmful elements; Hearth; Slag skull"
"A single-cell micro-trench platform for automatic monitoring of cell division and apoptosis after chemotherapeutic drug administration","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058910472&doi=10.1038%2fs41598-018-36508-8&partnerID=40&md5=c7cf1602fa7e7d35f2a39203066fdd8e",""
"Controllable fiber orientation and nonlinear elasticity of electrospun nanofibrous small diameter tubular scaffolds for vascular tissue engineering","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063603540&doi=10.1088%2f1748-605X%2fab07f1&partnerID=40&md5=dbcc07b9e6d18dc1bfd0df0892ce1c86","mullins effect; nanofiber; nonlinear elasticity; orientation; vascular tissue engineering scaffold"
"A dyadic of employee readiness and job satisfaction: Does there exist a theoretical precursor to the satisfaction-performance paradigm?","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057483320&doi=10.1108%2fIJOA-01-2018-1320&partnerID=40&md5=89b81dfac1ca5f7ad5f1e241c20235d5","Employee readiness; Job performance; Job satisfaction; Leadership contingencies; Neural network"
"Bone marrow aspirate in cystic maxillofacial bony defects","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065468545&doi=10.1097%2fSCS.0000000000005200&partnerID=40&md5=8d40170ea1db386d697a05c67a5f502e","Bone defect volume; Bone marrow aspirate; Cystic bone defects; Flowcytometry"
"Clinical results of bioresorbable drug-eluting scaffolds in short and long coronary artery lesions using the PSP technique","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060183349&doi=10.1186%2fs12872-018-0994-y&partnerID=40&md5=a4961cace7c545b83f8837c2e22af2f3","Absorb scaffold; Follow-up; Long lesions; PSP-technique"
"Electrospun nanofibers facilitate better alignment, differentiation, and long-term culture in an: In vitro model of the neuromuscular junction (NMJ)","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056726101&doi=10.1039%2fc8bm00720a&partnerID=40&md5=e347177b24bad833d01600a0d2b10d5e",""
"Interplay between sequence, structure and linear motifs in the adenovirus E1A hub protein","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053763490&doi=10.1016%2fj.virol.2018.08.012&partnerID=40&md5=c405a14d92a0aeed2b30acc3251fbcd2","Adenovirus; Co-evolution; E1A; Intrinsic disorder; Linear motifs; Motif repertoire; Random polymer; Sequence conservation"
"In vitro studies on space-conforming self-assembling silk hydrogels as a mesenchymal stem cell-support matrix suitable for minimally invasive brain application","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053256409&doi=10.1038%2fs41598-018-31905-5&partnerID=40&md5=7ad0c9bf56a052fba410a403f23604a1",""
"RGD-Functionalized Nanofibers Increase Early GFAP Expression during Neural Differentiation of Mouse Embryonic Stem Cells","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062352999&doi=10.1021%2facs.biomac.9b00018&partnerID=40&md5=47a964b916da4456556290d562516f5d",""
"A synthetic ecosystem for the multi-level modelling of heterotroph-phototroph metabolic interactions","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062408655&doi=10.1016%2fj.ecolmodel.2019.02.012&partnerID=40&md5=988ed18156703cd72198c2ed3fcd88bd","Flux balance analysis; Metabolic modelling; Microbial loop"
"Osteointegration of a Novel Silk Fiber–Based ACL Scaffold by Formation of a Ligament-Bone Interface","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061025152&doi=10.1177%2f0363546518818792&partnerID=40&md5=a4c4cb5303ab3817e0ba7adf63acc543","anterior cruciate ligament; osteointegration; silk; tissue engineering"
"MLPPT-MHS: Multi-Layered Privacy Preserving and Traceable Mobile Health System","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081994310&doi=10.1016%2fj.procs.2020.01.054&partnerID=40&md5=2b806e0e94c84c2fda53cfc2f52237bd","Attribute Based Encryption; Cloud Security; Healthcare; Privacy; Traitor Tracing"
"A microfluidic method for creating poly(Ethylene glycol) gradient microgel scaffolds to modulate human mesenchymal stem cell behavior","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065411565&partnerID=40&md5=60b81ed403e7e124c4479f73e1dbb1e7",""
"Meta-Analysis of the Impact of Strut Thickness on Outcomes in Patients With Drug-Eluting Stents in a Coronary Artery","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054093738&doi=10.1016%2fj.amjcard.2018.07.040&partnerID=40&md5=88ee886db50468e9d2fc70deabb7c6bc",""
"Laminin-coated electrospun regenerated silk fibroin mats promote neural progenitor cell proliferation, differentiation, and survival in vitro","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071773441&doi=10.3389%2ffbioe.2019.00190&partnerID=40&md5=a6328eab1aad6713b9b845bbb5329a8f","Biocompatibility; Differentiation; Neural progenitor cells; Proliferation; Regenerated silk fibroin mats"
"Tissue-Engineered Trachea Consisting of Electrospun Patterned sc-PLA/GO- g-IL Fibrous Membranes with Antibacterial Property and 3D-Printed Skeletons with Elasticity","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063550977&doi=10.1021%2facs.biomac.9b00160&partnerID=40&md5=c520fa401f50c6c778b95940576af50b",""
"Second harmonic generation microscopy of collagen organization in tunable, environmentally responsive alginate hydrogels","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062285024&doi=10.1039%2fc8bm01535j&partnerID=40&md5=a6c05283e9ac54d5098d7c2ba14a379a",""
"Feasibility of the annulus fibrosus repair with in situ gelating hydrogels – A biomechanical study","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057991753&doi=10.1371%2fjournal.pone.0208460&partnerID=40&md5=808e797c805cd59f1de41d864ea62cf3",""
"Phylofactorization: a graph partitioning algorithm to identify phylogenetic scales of ecological data","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061893338&doi=10.1002%2fecm.1353&partnerID=40&md5=ea985d8c6c1dcff72d5662bd1edfb40e","community ecology; dimensionality reduction; graph partitioning; microbiome; phylofactorization; phylogeny"
"Fabrication and characterization of electrospun silk fibroin/gelatin scaffolds crosslinked with glutaraldehyde vapor","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067413686&doi=10.3389%2ffmats.2019.00091&partnerID=40&md5=8097bf994a501a8b289fdf8b14cc7935","Electrospinning; Gelatin; Glutaraldehyde; Nanofibers; Silk fibroin (SF); Tissue engineering"
"Hybrid Additive Microfabrication Scaffold Incorporated with Highly Aligned Nanofibers for Musculoskeletal Tissues","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060959965&doi=10.1007%2fs13770-018-0169-z&partnerID=40&md5=9e1f0f224ec48e834fca230dbf1e94b7","3D printing; Electrospinning; Hybrid biofabrication; Musculoskeletal tissues; Patterned fibrous microstructure"
"Harnessing the topography of 3D spongy-like electrospun bundled fibrous scaffold via a sharply inclined array collector","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071905632&doi=10.3390%2fpolym11091444&partnerID=40&md5=2734d99d438ec6c879227980ae0dc61c","3D aligned fibers; 3D electrospun scaffolds; Cottony fibers; Electrospinning; Fiber topography"
"Reversible Formation of Thermoresponsive Binary Particle Gels with Tunable Structural and Mechanical Properties","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062328382&doi=10.1021%2facsnano.8b09139&partnerID=40&md5=97c9176be5cbaa074973c6e4fbe2e51f","binary particle gel; gel microstructure; microgel; responsive gel; sequential particle gelation"
"Silk fibroin micro-particle scaffolds with superior compression modulus and slow bioresorption for effective bone regeneration","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046864986&doi=10.1038%2fs41598-018-25643-x&partnerID=40&md5=6848540bf1d236301bd02959ceab6453",""
"Numerical investigation of tubular structures generated by cutting method and pattern scale factor (PSF) method","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071321544&doi=10.1108%2fPRT-05-2019-0049&partnerID=40&md5=39016b1c7a4e652f7d6d571e92256846","Auxetic; Pattern scale factor (PSF); Poisson’s ratio; Random cut; Stent; Tubular structure"
"Random and oriented electrospun fibers based on a multicomponent, in situ clickable elastin-like recombinamer system for dermal tissue engineering","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044524463&doi=10.1016%2fj.actbio.2018.03.027&partnerID=40&md5=538e488c4b41bd94c87547c71f06d6ee","Click reaction; Elastin-like recombinamers; Electrospun fibers; Wound healing"
"Modeling 3D melt electrospinning writing by response surface methodology","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044935664&doi=10.1016%2fj.matdes.2018.03.053&partnerID=40&md5=5c02d8a831c2957d0106aa22849a65b3","3D melt electrospinning writing; Parameter optimization; Response surface methodology; Three-dimensional scaffold printing"
"In vitro evaluation of gelatin and chitosan electrospun fibres as an artificial guide in peripheral nerve repair: a comparative study","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020547135&doi=10.1002%2fterm.2351&partnerID=40&md5=4a8dd6f97a7958d0a6c8848f62aa6fff","aligned fibres; biomimetic materials; chitosan; electrospun fibres; gelatin; peripheral nerve repair; random fibres"
"A numerical model based on Voronoi tessellation for the simulation of the mechanical response of porous shape memory alloys","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052160193&doi=10.1007%2fs11012-018-0883-6&partnerID=40&md5=1083ee38e50426ccbb67e73616cac9c3","Bone scaffold; Microplane theory; Periodic boundary conditions; Porous shape memory alloys; Superelasticity; Voronoi tessellation"
